AnimalID	SampleID	Age	Strain	Organ	Il1b	Tgfb1	Il1a	Il6	Il10	Ccl5	Hmgb1	Tnf	Cxcr3	Th	Dbh	Adrb2	Adrb1	Adra1a	Adra1b	Cacna1d	Gja1	Ace	Agt	Agtr1	Ren	Agtrap
12S-2	12S-AD-2	12	SHR	Adrenal	0.638196458	-0.263518783	1.022419525	-3.52523238	0	-0.055575443	-0.126332603	-0.664846808	-0.553072065	-2.241269045	-2.043623765	0.141603705	-0.2045543	-8.283708455	1.020002493	0.162192395	-0.353586385	-2.346597708	1.23615729	0.653980569	-3.089272945	-0.470671065
12S-3	12S-AD-3	12	SHR	Adrenal	0.270212648	0.015995578	0.090685725	-2.340026032	-0.40599345	0.425304558	-0.856228478	-0.836099268	-0.146763625	-2.932828695	-2.362329145	-0.221780125	0.39866184	-9.493492755	0.880425273	-0.126732165	-0.340340185	-3.216691988	1.50155068	0.273617375	-3.860235865	-0.273471845
12W-1	12W-AD-1	12	WKY	Adrenal	0.158912318	-0.168307113	-0.090685725	-0.636226908	-0.75768077	0.912125378	0.126332603	-1.406736448	0.146763625	-0.852057631	-0.045568535	-0.141603705	0.2045543	-2.828970636	1.759879223	0.126732165	-0.246023315	-2.510457648	2.294650446	0.358137395	-1.971326535	0.273471845
12W-2	12W-AD-2	12	WKY	Adrenal	-0.158912318	-0.015995578	-2.18132481	3.882993505	0.386916615	0.055575443	-1.118019553	0.664846808	1.13992246	9.81124795	6.14634093	1.47091911	0.224682475	0	-0.880425273	-1.87843372	3.1645146	2.346597708	-1.23615729	-1.9429202	3.79278922	-1.22436019
12W-3	12W-AD-3	12	WKY	Adrenal	-0.936144753	0.655950898	0.838631462	0	0.6260281	-2.761844103	1.420503779	2.872770843	0.534263125	2.241269045	0.779155285	0.201291525	-1.09077875	0.741428355	-2.597773818	0.326693825	0.822998005	4.346088323	-2.668164395	-0.273617375	2.427009665	2.730047155
12S-1	12S-K-1	12	SHR	Kidney	-0.799324394	-0.892620915	0.236511681	0.025040399	3.37383087	-2.709349155	-0.716279251	0.30679729	1.75464762	5.47841188	0.493492215	0.939265375	0.282222475	0.08075177	-2.905106025	-1.429424123	0.969982923	-0.771268945	-2.287315215	-2.80053166	-0.10483632	-0.787435875
12S-2	12S-K-2	12	SHR	Kidney	0	0.875241085	-0.259474429	2.42009125	-1.73734773	-0.729870815	0.836442869	-0.30679729	0.64998891	-0.42127136	3.05171483	0.163051455	0.85901705	-0.08075177	0.011077755	0.328737518	-0.227777738	1.008145295	-0.004067215	0.47785917	1.5537415	1.289489195
12S-3	12S-K-3	12	SHR	Kidney	-0.28771623	0.029067105	0.217559719	0.77255964	0.08911621	-0.416129705	0.976127679	0.43198784	-0.64998891	-0.40266022	0	-0.751141125	1.37489679	0.43261286	-0.342471205	0.625240388	-0.524461378	0.771268945	0.004067215	-0.47785917	0.74413798	1.724530745
12W-1	12W-K-1	12	WKY	Kidney	-0.20039914	1.223496335	0.618330809	0	1.39342939	0.416129705	0.716279251	0.78500088	1.32731705	0.40266022	0.54085534	0.818849115	0	0.31455749	-0.011077755	0.226914068	0.985985553	1.410167205	-0.469843705	-0.81483442	0.10483632	0.787435875
12W-2	12W-K-2	12	WKY	Kidney	1.681090966	-0.08890138	0.062863118	-1.931441105	-0.409725465	2.315461019	-1.819292774	-1.561229755	-0.943373505	0.556881785	-0.199116865	-0.52896072	-1.582817955	-9.061058845	2.536873923	-0.226914068	-0.070633243	-5.59532715	1.91947146	0.578329476	-4.417566485	-3.33809322
12W-3	12W-K-3	12	WKY	Kidney	1.2864607	-0.029067105	-0.062863118	-1.56340461	-0.08911621	2.508094615	-1.325820899	-1.88714667	-0.66897209	-1.80006445	-0.37341209	-0.163051455	-0.72852607	-9.57105105	2.792223705	-0.344412573	0.070633243	-6.041656905	2.16976575	1.04685549	-2.96202742	-3.354438975
12S-1	12S-LI-1	12	SHR	Liver	2.31346665	0.06654385	2.925913215	-2.340026032	1.20042744	2.6312546	-0.49174409	-0.99395511	-0.29182651	-1.89380735	-1.22366013	-0.52659705	-1.43873933	-10.07077225	1.38186497	0.57135098	0	-4.09486293	4.827726175	3.4272625	-4.81582419	0
12S-2	12S-LI-2	12	SHR	Liver	-0.19276691	-0.61650288	-0.590538165	-1.39853785	-2.11060159	0	-0.10272812	-0.44735364	-0.60728177	-0.947908977	-0.76800448	0.61208545	1.38591972	1.02652345	0	-3.24394914	5.730313576	-0.59338362	-8.64063143	-2.26323096	0	-1.74998739
12S-3	12S-LI-3	12	SHR	Liver	0.88579359	0.20271503	0.590538165	0	-3.82668145	1.20944713	0.62211364	0	0.3479319	0	0	1.33383141	2.08330115	2.29773557	0.9832644	-3.49698598	6.433104507	0	-8.65911075	-1.02106761	0.70846426	-0.57836058
12W-1	12W-LI-1	12	WKY	Liver	-0.35964414	-0.3762942	-1.224883785	0.6288123	-2.11243184	1.25314637	-0.42208012	0.00240593	0.53381836	-0.947908977	-2.50757465	0	0.61523927	0.79467822	0.19412581	-5.23163022	5.1042893	-0.31743563	-8.06121541	-1.15164403	0.95698296	-0.79299676
12W-2	12W-LI-2	12	WKY	Liver	-0.69650571	0.21689012	0.150380082	0.245429464	3.6988315	-2.07029377	0	1.40449501	0.65587221	1.3629997	4.42582866	0.23500566	-0.43410839	0	-3.04471405	0	-1.75067428	1.84348457	1.0475963	0	-0.62425193	2.49912957
12W-3	12W-LI-3	12	WKY	Liver	0	0	-0.797247752	-0.312385255	2.84917155	-0.75543491	0.66836717	0.81344437	0	0.831695166	3.34795263	0	-2.2043545	-0.348716	-2.09720789	0.54228732	-0.78485723	2.4965751	0.96003964	1.34089105	-0.08167845	2.78523556
12W-4	12W-LI-4	12	WKY	Liver	0.27879654	-1.72164061	-0.24573445	-0.433437782	0	-2.02400733	1.28795445	-1.22789549	-2.45994692	0.013996642	0.14238974	-1.33010315	0	-0.42077064	-2.83769589	0.65578289	-0.14122449	1.49569961	0	1.05327488	0.01906246	2.31856193
12S-1	12S-LV-1	12	SHR	Ventricle	-0.64243905	-0.52466572	0.29031943	-0.521444275	3.036111975	-0.128283115	0.24183516	-0.4629753	0.13706978	-1.090541132	-2.489276465	0	-1.7707803	-2.580029637	-0.22398096	0.4530475	-0.97399203	-2.51349438	0	0.03997119	-0.32058035	0
12S-2	12S-LV-2	12	SHR	Ventricle	1.00480886	0	0.29765381	-2.544318495	0.600076095	0.389980555	0	-1.22086092	0	-2.104751194	-2.736442855	-0.58563352	-1.99130045	-10.89647224	0	0.09787334	0	-2.3676162	0.995060874	0.12150411	0	0.00867811
12S-3	12S-LV-3	12	SHR	Ventricle	1.31617216	-1.72468345	0.9204442	-0.862015303	-0.083433715	-0.916950235	0.22044056	-2.51796238	-0.87413405	-0.628733207	-4.231726395	-1.43134815	-3.51983735	-1.068198356	-1.07045199	0	-0.28269451	-2.09659987	0.150320633	0	-0.86134703	-0.31370138
12W-1	12W-LV-1	12	WKY	Ventricle	0.497598615	1.019162035	-6.333654315	-1.113735185	0	0	0.594837125	0.990922955	0.732732205	0.202017423	1.63012733	3.430307595	2.599815185	0.742206038	0.742185755	-2.186347245	6.094104478	5.008831785	-10.55121339	-4.389923245	5.527758115	-0.825200985
12W-2	12W-LV-2	12	WKY	Ventricle	0	-0.15618176	-4.82331041	0	-2.966574015	-0.725984245	-0.37386585	0	-0.52432057	0.687942858	2.538917355	2.07622367	1.7707803	-0.495894538	-0.37069111	-2.39094427	5.467569738	4.14172177	-6.234371362	-5.44225546	4.65786701	-1.33290023
12W-3	12W-LV-3	12	WKY	Ventricle	-0.050182395	1.262435275	-2.534928975	2.628564335	-4.35650008	0.45646663	-0.451680515	0.350271505	0.700622125	-3.138769758	0	2.721370855	3.610071965	0.495894538	0.099918915	-0.888981535	5.092864845	4.719715175	-9.210867307	-4.773302075	4.921396415	0.130462675
12W-4	12W-LV-4	12	WKY	Ventricle	-1.04525128	0.40330859	0	-0.001818421	0.864280165	1.135963085	-0.97495943	0.9275733	-0.66133319	-0.202017423	0.043814475	-1.65804533	-0.220342372	-0.188173749	0.47462178	0.13154711	-0.3113633	0	1.040192848	0.40942336	-0.02313347	0.14053415
16S-1	16S-AD-1	16	SHR	Adrenal	1.908657753	1.30847176	0	3.267649983	-0.897073283	2.960351845	0.354150113	2.056932508	2.337014235	-3.685860535	-3.160270145	2.80484133	1.53852829	1.295361005	5.551409215	-3.342974705	0.226564746	0	-7.67225204	-0.898544675	3.667228975	-0.374055245
16S-2	16S-AD-2	16	SHR	Adrenal	-0.600791998	-0.12431973	-0.745780581	0.467126136	-1.447807763	-0.339315685	0	-1.266241023	-1.390452805	5.210046824	6.824124015	-0.99405154	-4.19348372	-6.673234845	-1.918493535	3.483308985	-0.35714193	-1.01578128	1.02748763	0.528590485	-3.460901105	0.050399905
16S-4	16S-AD-4	16	SHR	Adrenal	-0.402615718	0	-3.56186299	-0.108859612	2.991979888	-0.058490805	0.87347916	-1.829265733	-0.826451845	5.716542495	6.614817435	0	-1.53852829	-3.465749055	-0.629214305	3.905394235	1.191543546	-0.30378422	0	1.649189595	-4.931879575	0.514852885
16W-1	16W-AD-1	16	WKY	Adrenal	-0.409462144	-0.646245875	0.115928494	0.357027479	-0.428539709	0	-1.205606082	-0.106210795	0	0	0	-1.266215565	-0.419739958	0	0	-1.39638383	-2.068417173	1.790221615	2.335626045	0	0	0
16W-3	16W-AD-3	16	WKY	Adrenal	0.402615718	1.005175125	4.236444975	-3.267649983	0.897073283	2.84773911	-0.676927112	1.266241023	1.49629167	-6.57297755	-3.70145066	2.741415525	2.155396665	0.99514351	5.35840443	0	0	1.736936915	-4.490881045	-1.44203248	2.17012825	-1.39337083
16S-1	16S-BS-1	16	SHR	Brainstem	0.786061293	0.25426191	0.329241573	0	-2.437827	0.333422485	0.85929361	-0.324187203	0	-2.675413128	-4.05198152	0	1.006609355	0.253232985	0.51962624	-1.359345335	0.982628064	-0.975691025	-4.20500422	0.843331458	0.805896995	0.381880925
16S-2	16S-BS-2	16	SHR	Brainstem	-0.786061293	-0.678559195	-3.688879253	-0.297778048	0.194467165	0	-0.063979735	-0.559846468	-0.605991295	0.309644378	-0.367623665	0.264522765	0	0	0.940216375	-0.50330262	0.976565715	0.3556579	-3.573501345	-0.130911018	0	-0.24840454
16S-3	16S-BS-3	16	SHR	Brainstem	-2.071723778	0	-0.229568248	0.474650145	2.49443045	-0.153766525	-1.38776079	0.723119578	1.09900989	0.137673923	0.11800839	-0.60659617	0.622605255	-0.672697775	0	-1.003702255	-1.259745455	-2.315088825	3.03228053	-0.264843303	-1.034313325	-1.792414625
16S-4	16S-BS-4	16	SHR	Brainstem	-1.125141308	-2.251792125	-0.384833837	-0.363363205	0.500052579	-1.17410015	-1.554941195	-0.28834005	-2.369182605	1.355370418	2.196726875	-3.988926865	1.88703995	0.300747	0.594478885	0	0	0.51646513	3.483440255	-0.394305963	2.95914854	-0.25245465
16W-1	16W-BS-1	16	WKY	Brainstem	3.481864608	1.784520555	0.796644008	3.646390605	-0.194467165	1.97884902	0.549703235	0.324187203	2.698574445	-1.185006023	-5.831256015	1.560976805	-0.30084141	-6.71468933	-3.252189055	1.95508568	-2.21047436	0	-0.784372955	0.795492053	-9.46101202	0
16W-2	16W-BS-2	16	WKY	Brainstem	1.249388593	2.58433282	-1.289239878	2.37929591	2.32425655	2.792430255	0	1.467766718	2.95897579	-0.309644378	0	1.15231695	-0.194106585	-7.400445365	-3.55509943	2.074950255	-3.830448405	-0.979735055	0	0.130911018	-1.352822365	0.396609445
16W-3	16W-BS-3	16	WKY	Brainstem	-3.066311833	-0.261800765	0.229568248	-0.324736345	-4.477551955	-5.34562355	2.428419738	-3.057879948	-4.201704795	4.386676968	2.978907055	-1.175822555	-1.6204855	0.19674138	-1.582325185	3.33691037	1.294745305	0.70761918	8.000779131	-0.159947338	7.344212802	1.12051333
16S-1	16S-K-1	16	SHR	Kidney	-4.942180135	-0.16603117	-3.31693582	-0.854735495	-0.03358949	-0.673026	0	-0.80834303	0.06286691	2.267093235	1.46320014	-0.23698913	1.68081747	1.87002798	1.6386544	1.33175735	1.05970422	0.98397257	3.29609055	-1.75649252	0.963318285	1.98446143
16S-2	16S-K-2	16	SHR	Kidney	-0.57841201	-3.51552577	0.091395481	-0.339823189	-0.528074445	0	-1.12120312	-0.420832869	-0.776724409	1.477380075	0.63788549	0	-0.42039736	0	0.00307984	-2.75404102	0.18814334	-0.64463173	0	0	0.21778553	-0.76605162
16S-3	16S-K-3	16	SHR	Kidney	-2.113532195	0	-0.84612468	-0.606292805	-0.776477151	-2.3684532	0.30532287	-0.99840814	-1.27205676	0.454897645	0	-0.96651746	0	1.87002798	0	0.74307073	1.6204942	0.70843705	1.14126631	-0.10770134	1.660166142	-0.00915886
16S-4	16S-K-4	16	SHR	Kidney	-0.736663337	-1.76430462	-0.027781811	0.256026365	-0.874819498	-0.34577418	-0.89669923	-0.562573084	-1.71293582	-0.454897645	0.36017696	-0.347422885	0.291177493	-0.16680322	-0.47219483	-0.45861669	-0.16946862	0.35812976	1.15332369	-2.05951036	0	0.55170859
16W-1	16W-K-1	16	WKY	Kidney	2.150315255	0.58716917	-1.553506469	1.548523682	0.4589617	1.55677477	0.18206689	3.49561335	-0.06286691	-2.052511829	-2.46583242	-0.385886685	-1.62153069	0.0569759	-2.08149281	0	-2.82792327	-0.83143893	-1.38721516	3.20141888	-6.35370323	3.56504626
16W-2	16W-K-2	16	WKY	Kidney	2.113532195	0.84670609	0.84612468	0.606292805	-1.363408785	2.89289691	-0.88942066	0	3.65321504	-0.476612635	-0.78251088	0.73469218	-0.1642994	-0.2660184	0.13045249	-0.59666696	0	-1.05158332	-0.2495539	4.16696546	-3.41663934	-0.03958254
16W-3	16W-K-3	16	WKY	Kidney	4.807905505	3.09195899	1.53480283	3.972310665	1.363408785	5.74382514	0.16999018	2.66564382	6.51378174	-4.884589025	-5.96976651	3.81498453	1.03973214	-5.31245574	-1.49562	0.06816122	-1.58116836	0	-6.84072185	1.79583799	-10.68214019	0
16S-1	16S-LI-1	16	SHR	Liver	2.563045725	1.439228945	0.800683055	0.630286495	0	1.14743823	0	0.95424404	0.99451553	0.210826933	0	1.986016575	-0.819170805	-5.178970805	-1.06056498	-0.45347891	0.555822225	-0.37495506	-2.317818245	-0.532969945	-4.898558348	-2.29689189
16S-2	16S-LI-2	16	SHR	Liver	1.74436271	1.23119719	0	0	2.248147195	1.124574105	-0.511173325	0.623237315	0.165741865	-0.298056553	-0.567376814	1.77046123	-0.33753902	-1.80568038	-0.665734695	-1.118521305	0	-0.809396925	-1.30547259	-1.60281381	-3.540657003	-2.852279575
16S-3	16S-LI-3	16	SHR	Liver	2.76941633	1.25134247	-0.05282319	0.02747412	-0.871481235	1.546308975	-0.710519195	0.350323115	0.965461155	1.339538898	0.176299781	2.58074036	1.08962929	-5.13612161	-0.183536945	-0.512655295	0.63623959	0.140054625	0	0	-1.74108106	-2.218988395
16S-4	16S-LI-4	16	SHR	Liver	0.135438318	-1.616489575	-1.572374719	-0.44493634	1.090980589	0	-2.93031839	0.044367638	0	3.586629703	8.63486079	-0.081163945	1.646952681	-1.135306465	-1.181934868	0	-1.463878405	0.084261876	-2.818357305	-0.222343825	-2.063369508	-0.924402758
16W-1	16W-LI-1	16	WKY	Liver	-1.90993902	-0.44109476	-3.058771309	-4.68892698	0.236156815	-2.580830005	2.599821335	-0.573307375	-2.463243845	-2.252800523	-1.350772615	0	0	3.2310751	0.456795575	2.961836235	-0.09671706	0.892128115	4.53971732	3.80348082	2.425918408	2.762968575
16W-2	16W-LI-2	16	WKY	Liver	-2.81050529	-1.15551736	-0.764439272	-2.131262538	-0.905221916	-4.208504545	0.713546335	-1.948881935	-4.655515355	-0.384629757	0.020431575	-0.26602406	0.249370288	1.80568038	0.456795575	1.441301125	-2.23133358	-0.140054625	4.6378394	1.64108543	2.063369508	2.218988395
16W-3	16W-LI-3	16	WKY	Liver	-1.74436271	0	-3.504559155	-5.59570946	-0.826772415	-2.743063065	2.817980433	-0.350323115	-1.606958475	-0.210826933	-1.349783505	-0.27803997	0.64373281	3.53767449	0.183536945	2.696592825	0.57384519	1.224386775	4.71749558	3.62336817	2.333836608	3.351625895
16S-1	16S-LV-1	16	SHR	Ventricle	-1.652344198	0.251331575	0	-0.67854728	2.474439283	-0.152058405	1.37564363	-1.042385735	-2.87630351	-4.713609695	-1.182930283	0.13749829	-0.730063506	-0.254067303	0.74367747	-0.024248388	-0.45188226	0	2.260328148	0.12196927	0.641170665	2.321290003
16S-2	16S-LV-2	16	SHR	Ventricle	0.448160603	0.695226715	-0.135902865	0.67854728	-0.670446268	0.152058405	3.899045076	0.092611345	-2.1081397	-5.298693495	-6.230455645	-0.44490684	-2.71924764	0.984126778	0.3733496	0.319528543	0.02621541	0.62774934	2.276600568	0.87678034	1.654343285	1.895771503
16S-3	16S-LV-3	16	SHR	Ventricle	-0.448160603	-0.95956062	-0.497863709	0.20511426	-3.705160603	-1.4300463	2.285134345	0	-3.570229385	-0.559310267	-1.437783138	-1.449732815	-4.249867755	0.254067303	-0.632634685	-0.016693233	0.023550595	0.727932255	1.527410083	-0.143193955	0.76380806	1.756823688
16S-4	16S-LV-4	16	SHR	Ventricle	-1.127891505	-0.469480985	-0.066139992	-0.148541468	0.773799258	0.018079452	0	0.289693654	1.33272411	0.161746865	2.205420025	0.42084525	3.4492733	-0.559449438	0	0.735128213	-0.70299245	-1.344671758	-0.983663314	0.29915605	-0.669628015	-3.267201888
16W-1	16W-LV-1	16	WKY	Ventricle	-0.438237165	0.089900225	-1.052199057	-0.580521227	0.234496913	-0.332650315	-1.84529005	0.165386265	1.67005534	1.339204085	2.528413665	0	0.419951037	-1.089723939	-0.482269916	-0.251991368	-1.13728343	-0.74048286	-3.604984003	0	-0.464821091	-0.591227088
16W-2	16W-LV-2	16	WKY	Ventricle	-1.240778753	-0.200186075	-0.476702567	0.290281842	0.959350509	0.520754745	-1.28721573	2.079295525	0	0.106109023	-0.128608195	-1.17021329	2.71924764	-2.172812993	-1.0417879	0.016693233	0	-3.51622124	-1.527410083	-2.26422202	-0.641170665	-1.756823688
16W-3	16W-LV-3	16	WKY	Ventricle	1.526267608	0	-0.057654794	-0.318420123	0.670446268	1.82630671	-1.495521665	-2.66363899	1.104068635	0	0	1.487308735	0.061937688	-3.876512753	-0.851885609	-0.217373893	0.276263565	-3.995669925	-6.101760028	-2.372481485	-5.52437719	-3.288848943
