Strain	Organ	Age	Smp-Gene ID	Casp3	Casp8	Egr1	Bcl2	Smad1	Cnbp	Ctsd	Ptgr1	Ephx2	F2r	Itpr1	Slc1a4	Ccl5	Cd86	Fkbp1a	Hspd1	Rela	Myd88	Hmgb1	Sirt1	Bcl6	Ebf1	Il1b	Il10	Ilrn	Ccr5	Tlr4	Uts2	Ccr1	Bmpr2	Tnf	Ctsl	Il6	Cd36	Hsd17b13	Lipg	Psap	Hgd	Ldha	Nts	Rhoa	Rictor	Ak2	Ephb1	Foxo1	Eif4e	Fmo2	Arg2	Nox4	Ltb4r	Esr1	Esr2	Acta2	Rgs1	Arg1	Smad3	Adra1d	Fosl1	Scx	Zbtb16	Tlr3	Apln	Agtrap	Ace	Adrb1	Agt	Agtr1a	Ren	Tgfb1	Renbp	Npr1	Hcrtr1	Gapdh	Actb	Rpl13a	Gja	Cyp19a1	Adra1a	Th	Spp1	Jun	Plgf	Timp3	Cdkn1a	Hif1a	Itga5	E2f1	Ogn	Stat3	Mif	S100a4	Thbs1
WKY	Lung	10	W.10.F.1.Lu.1	0.377529923	-0.501451541	-0.070856967	0.46267241	0.136320016	0.193758092	0.249390154	0.377495873	0.915401447	0.347356612	0.251071967	0.293853478	-0.19853771	-0.107773245	0.667683716	-0.200752779	0.191452158	-0.229825445	-0.126877512	0.140091953	-0.021514408	0.111760999	-0.338052252	0.133669909	0.266201297	-0.371944478	0.074753001	-1.198348211	0.291633424	0.178510192	-0.74922158	0.540174296	-0.064565728	2.417118692	-0.803932955	0.618544716	0.210515442	0.15719671	0.077814538	1.547500272	0.242651294	0.392473555	0.123648253	0.040018924	0.452404948	0.007099563	0.004198696	-1.559290073	0.351260518	-1.293076699	0.48574158	0.23209986	0.181623669	0.004283448	-0.118320719	-0.262238105	-0.829426513	-0.388937556	-0.770320099	0.235594378	-0.162283262	0.563657357	0.067450809	0.417187557	-0.073535986	0.889543058	0.496015167	NA	-0.153027307	0.047465249	0.168201405	-1.79855294	-0.117746836	0.050240425	0.186519868	0.168881502	-1.386301197	-0.308326036	-1.637615774	-1.243547195	0.182719513	-0.29370669	-0.028874721	1.069683997	0.110024292	0.24669521	-0.603730652	0.298278964	0.382872077	0.017164327	0.305742858	0.189726793
WKY	Lung	10	W.10.F.2.Lu.1	0.040410478	-0.368912958	-0.102845761	0.3819356	-0.115803651	-0.111850767	0.049872483	-0.100618797	1.105594597	-0.004777841	-0.153869826	-0.080143455	-0.348876736	0.040274786	-0.005292687	-0.140698383	0.18355192	0.00134649	-0.142977101	0.108963413	-0.119579196	0.044781569	-0.616991367	-0.351877841	0.082816415	-0.359778337	0.185483967	-0.597570591	0.123230037	-0.013588982	-0.48320039	-0.046307952	-0.660180638	2.649790266	-0.274892115	0.636939249	-0.562367348	-0.19898923	0.002291708	0.124815862	-0.010995082	-0.046120316	0.310950579	0.098058996	0.377543311	-0.168610343	-0.028416063	-0.207548192	0.243333581	-0.287885129	-0.18782925	-1.42105594	-0.685659271	-0.050719221	0.140485743	-0.121004225	-0.075830892	-0.353087115	-0.771103069	1.108291353	-0.057674104	0.041165274	0.052027478	0.185384854	-0.536762179	0.732475592	0.005600998	NA	-0.297249902	0.08600896	0.028582265	0.05351609	0.027905986	-0.057198174	0.021868436	0.112956325	-0.137913317	-0.336942625	NA	-0.917243045	0.04079725	-0.03174731	-0.056026401	0.904097547	0.043086882	0.034597672	0.022132568	0.000863158	0.06124216	0.169222182	0.226264992	0.226094548
WKY	Lung	10	W.10.F.3.Lu.1	0.087644948	-0.813351034	0.137987283	0.143930571	-0.070524089	0.028688761	0.565284647	-0.217933286	0.841661408	-0.063421972	-0.094996194	0.144181661	-0.379952374	-0.075231524	0.096297266	-0.208795225	-0.267620695	0.054863452	-0.176934917	-0.453379866	-0.091944742	0.00385261	-0.6685057	-1.43693245	0.082701485	-0.981039621	0.299572378	-2.01959483	0.202582536	0.029598341	-1.003388549	-0.124639715	-0.643881317	2.630965811	-1.373315254	0.224653655	0.004147663	-0.673787689	0.232802623	0.275428993	-0.04459372	0.126248214	-0.087312151	-0.110709727	-0.145682695	-0.235208169	0.048165132	-1.890962612	0.439256245	-1.751470698	0.377011051	-1.009584569	-0.928164477	0.661316679	0.26557557	-0.549119074	-1.273321752	-0.787792855	-1.787161868	0.882998919	-0.253929031	0.271300065	0.008275855	-0.090864083	-0.316233016	1.561328188	0.067944766	1.355217425	-0.095076818	0.191373735	0.257607448	-1.859754979	0.163467114	0.175464977	-0.023008318	-0.108265196	-2.219158856	-0.882001195	-1.296211803	2.891087053	0.299790536	-0.824315629	0.61781892	0.681399998	-0.106694457	-0.212167731	-0.818706451	-0.225577266	0.110505833	-0.139197216	0.023082433	-0.046045497
SHR	Lung	12	S.12.F.1.Lu.1	0.010970028	-0.357217949	0.067020104	-0.076622224	-0.055412045	0.146646555	0.01035901	-0.082699601	-2.863139067	0.239958386	0.106955431	0.683007349	0.201740692	0.553645331	0.146684962	0.479881297	0.040706894	0.553811714	0.091870376	0.247820159	0.725351462	0.341793435	0.654760227	0.193021645	-0.239387178	0.167261632	-0.252665838	-0.360038105	0.236237917	0.036788911	-0.084967364	0.11862351	1.500081828	-1.903827668	-0.073311049	0.531693299	-0.004147662	0.678675106	0.237950798	0.227083468	0.2051032	0.143397573	0.119501241	-0.056106249	-0.11362269	0.063602934	-0.292634029	-0.399288737	0.007377815	-0.218741603	0.698907746	-0.217518004	0.845742818	-0.590833406	0.888619039	-0.246155339	-0.725861367	-0.321542933	-0.232334453	2.588177406	-0.472421392	0.119363301	-0.012362315	-0.039852892	0.178931271	0.164682168	0.259158266	0	0.390217759	-0.097442161	0.164342282	-0.069824184	-0.097474291	-0.147883699	-0.017615873	0.219985129	-0.188745691	-0.34655657	-1.588862058	-0.244303679	0.322301907	0.240672623	0.778834125	-0.279587218	0.288778788	0.030321388	-0.384945796	0.130095566	0.404741257	0.020338582	0.325227084	1.581434016
SHR	Lung	12	S.12.F.2.Lu.1	-0.128042702	0.601958273	0.381090229	-0.407218103	-0.064010507	-0.073843389	-0.225473265	0.010856701	-3.975679367	0.12217783	-0.012667384	-0.162076836	-0.053356755	-0.068700108	-0.084554864	0.034568935	-0.038357199	-0.35647142	0.532122009	-0.150431411	0.187754369	-0.005048185	-0.10274704	0.764563175	0.026615879	0.330738212	-0.062569079	0.904199562	-0.012192103	0.0482209	0.409549317	-0.247603151	0.093808228	-1.683722491	1.116414708	0.080236699	0.214828728	0.493828316	0.013758592	-0.124815862	-0.256113672	0.186943049	0.243970152	0.079723978	-0.123393853	-0.082214448	0.001407923	1.051663064	-0.383490862	0.955716108	-0.014103053	1.159926677	0.554865886	-0.291932945	0.03032555	0.623854469	0.890007166	0.378128911	0.576517258	-0.130286032	0.313239094	-0.499620368	-0.133292338	-0.367163169	-0.168793491	-1.034329444	-0.076162714	NA	-0.152044962	0.0982636	-0.177609431	1.683148664	-0.204521816	-0.418229388	-0.139619985	0.413107285	1.355110143	0.608552355	-0.412446667	0.115393502	-0.39436022	0.6034928	0.770270716	-0.148413357	-0.063259492	-0.068744365	0.684550083	0.011605222	-0.126885838	-0.009001311	-0.130632532	0.107609469
SHR	Lung	12	S.12.F.4.Lu.1	-0.331528995	0.729360016	0.054488504	-8.24E-05	-0.401702511	-0.351891053	-0.454763406	0.322021091	-3.714936445	0.143761963	0.001082517	-0.353746115	-0.347738457	-0.005557226	-0.638329741	-0.149058073	-0.408294185	-0.505297367	-0.174986144	0.130559551	-0.263080232	-0.239062033	-0.062065796	-0.388036793	-0.285028004	0.214655673	-0.278053467	1.006433912	-0.36307255	-0.11315849	0.862666858	-0.376228684	-0.30902528	-2.384441258	1.438289844	-0.189612086	0.06842969	-0.333905032	-0.541854588	NA	-0.218354868	-0.381101604	-0.222690248	-0.04731735	0.326916147	-0.025226227	-0.292634029	1.224043026	-0.088269474	1.203974728	0.534686728	1.034833728	-0.132740201	-0.879650084	-0.768865398	0.456941723	0.592890966	0.99520643	0.851312109	-1.707456544	0.295804563	-0.271115175	-0.272776792	-0.215417898	0.157332058	-1.783169913	-0.086762151	NA	-0.283763203	-0.201306394	-0.299142878	1.131620348	-0.064900814	0.188595414	-0.143033854	-0.182443297	1.25949188	0.551505707	NA	-2.140796537	0.277529588	0.537049182	-0.270713843	-1.197330226	0.21382618	-0.030321388	0.568078076	-0.254492556	-0.47658767	-0.205231136	-0.117190171	-0.228723039
WKY	Lung	12	W.12.1.Lu.1	-0.041444221	-0.395813431	-0.424203357	-0.031860884	0.066124518	-0.125329893	-0.050979518	-0.010856701	0.662950303	-0.125703723	0.007725095	0.102508672	0.185721667	0.015865691	0.022573399	-0.318391941	-0.228285407	-0.036486276	-0.210265506	-0.083973871	0.004390756	0.456302925	-0.428802909	0.292648045	0.451625025	-0.273151268	-0.073233565	-0.558525285	0.129764652	0.074248569	-0.356033584	0.257053716	-0.557369052	2.178867488	-0.490185869	0.273374291	-0.052825572	0.104632126	0.447672965	NA	-0.203035317	-0.178816244	-0.095806245	-0.049094881	0.310399995	0.447027443	0.104694708	-0.427051016	0.117755042	-0.357271723	-0.334656044	-0.002817844	-0.949707102	0.968874573	-0.330274049	-0.009954969	-0.176056216	-0.168412557	-0.014227493	0.645566874	0.136968528	0.436879835	0.128984776	0.192499268	-0.06289113	0.430574817	0.193236616	NA	0.122900082	-0.147251883	-0.007741583	-0.233228484	-0.090391787	-0.427020129	-0.093414974	0.069264933	-0.455767541	-0.162087789	0.291831922	0.606606521	-0.707314869	-0.213668404	-0.722459515	-0.311643818	-0.381933292	-0.31272493	-0.374458926	-0.085643952	0.004068847	-0.200914236	0.003574283	-0.200966207
WKY	Lung	12	W.12.2.Lu.1	0.341391672	0.008580644	-0.432571075	0.715716964	0.272704119	0.202584022	0.372739346	0.026327876	0.37411275	0.334828689	0.092706398	0.030492774	0.311724266	0.295748109	-0.071880743	-0.131300386	0.19605947	0.218090721	0.038428231	0.098964826	-0.004390756	0.130783292	0.312258711	1.227423882	-0.005342047	0.011415426	0.26240698	-0.068804327	0.442400548	0.196344977	0.084967364	0.066727964	-0.021644395	2.671803959	0.070196178	0.5053853	0.691451055	-0.022788297	0.097253636	-1.122106845	0.168269273	0.392216906	0.28843439	0.001998079	0.320830681	0.158817392	0.228512979	0.464869391	0.637957362	-0.053158096	-0.178625416	0.002817844	-0.702118388	0.485714202	0.003123454	0.009954969	0.072294431	0.032199041	-0.003210285	-1.343134349	0.201118301	0.292942835	-0.097800583	0.372869366	0.33893247	0.709679633	0.362452198	NA	0.421411478	0.103076672	0.585572396	0.112735273	-0.029006886	0.133863069	0.347743775	-0.072359718	0.319312666	0.23591156	0.523981999	-0.606316781	-0.271030984	-0.131701407	0.101198423	0.9352891	0.218493905	-0.124755586	-0.022132568	0.278956682	0.177119525	-0.157746802	0.412979926	-0.128578885
WKY	Lung	12	W.12.F.3.Lu.1	-0.65382537	1.115584574	-1.291112589	-0.959068367	-0.328147221	-0.64202911	-0.762826282	-0.345534984	0	-0.63602428	-0.709313618	-0.81834376	-0.030912967	-0.961825782	-0.80741107	0.163907975	-0.730919145	-0.406379771	0.13247459	-0.814138594	-1.062625596	-0.592560318	0.516547364	0.369279872	0.081920755	0.981941858	-0.167358234	1.859777099	0.400966322	-0.682127678	1.078833363	-0.407945723	-0.937092865	1.689654338	1.754140804	-0.803764967	-0.842985565	-0.596967467	-0.367714633	NA	-0.290123646	-0.785885878	0.136357855	-0.216452324	0.010930859	-0.115430426	-0.742576092	2.311230754	-0.831404055	2.125449019	-2.117878217	-1.092655217	-0.320373975	-0.696540509	-1.319043683	1.228420849	1.683453167	1.247663202	1.512075444	-2.372972299	0.481558586	-0.449099247	-0.865704956	-0.668915811	0.151430084	-0.164682168	-0.462538373	NA	-0.546037352	-0.78683352	-0.304629826	1.960350883	0.048648276	-0.212698122	-0.300084125	-0.462581314	2.38621378	0.974744039	0.488888939	-0.115393502	-0.149574506	1.325943663	-1.622440158	-0.080632371	-0.580619365	-1.03926386	1.237429918	-0.387096449	-0.667787994	0.114680102	-0.785896998	-1.00145873
SHR	Lung	16	S.16.F.1.Lu.1	0.487697839	-0.576284951	1.318969391	-0.615064517	0.184809167	0.682023018	-0.164217704	-0.034283734	-3.43367695	0.245686184	0.102902587	0.248225825	0.03041807	0.450296798	-0.062891078	0.035078372	0.193367045	0.601430739	0.120341114	0.343718996	0.725124427	0.682516962	1.019920805	5.083256907	0.005342047	-0.130914797	0.440593008	-1.500876428	-0.597765403	0.135945437	0.386442603	0.443537538	1.683809045	-1.709226632	-1.163874892	-0.195000889	-0.025883515	0.688526123	0.149499029	1.442607505	0.126176804	-0.009623481	-0.006315733	0.026777417	-0.020143854	-0.007099563	0.175880701	-1.22760032	-0.418803033	-1.240044406	0.161064133	0.335486483	0.498646142	-0.004283448	0.161112414	-0.464110752	-1.27900732	-0.661849502	-0.853538926	0.017347536	-0.437679651	-0.011670162	0.499196421	-0.098035748	0.253136611	-1.497435338	0.012336908	-0.117924983	0.724601666	0.058932702	-0.12927844	-1.719765807	0.04695651	-0.351374021	-0.011572876	-0.252190961	-1.392800874	-0.140219943	-2.153012651	-0.294460072	0.060662107	-0.729935527	-0.237984488	-0.66966207	-0.035431595	0.266047515	-0.728464629	-0.092338041	0.170791546	0.023351222	0.645319396	0.549904764
SHR	Lung	16	S.16.F.2.Lu.1	-0.01109354	0.62094493	-0.055631091	-0.953605737	0.04503521	0.065502875	0.275880833	0.022524916	-3.67687956	-0.377276348	-0.147328558	-0.01367083	0.543977271	0.464893229	0.006894789	0.319360398	0.055794397	-0.107109619	0.168344246	-0.018145514	0.227105908	0.169403842	0.450621868	0.029937172	0.299748471	0.443747001	0.005390297	1.223110558	0.196065489	0.005929398	0.720429193	-0.285213982	0.701819925	-1.358571278	0.94627534	-0.112315537	-0.162548806	0.689987483	-0.06205455	-0.678143995	-0.033261779	0.03847489	0.140178217	-0.098119172	-0.293945338	0.297823589	-0.173019793	1.342796061	-0.235966874	1.565107368	0.227649953	0.470191773	-0.114676095	-0.080312208	0.728723544	0.489683678	0.910439511	0.76028496	NA	-0.580298039	0.235161806	-0.403950666	-0.008275855	-0.138813289	0.025135227	-0.633971007	0.175842176	-2.185973903	0.232664985	-0.06225513	-0.225611327	1.315123043	0.363244896	0.569703829	0.131110076	0.278958527	1.290365534	0.393151458	1.456677899	1.077178488	-0.150109461	0.745585333	-1.141324978	-0.40582269	0.239946335	0.065007324	0.770103021	-0.066544846	-0.105186088	0.287766249	0.193041669	0.357437858
SHR	Lung	16	S.16.F.4.Lu.1	0.35209306	-0.098385052	2.228767463	-0.704846877	-0.151447333	0.033985769	0.367342481	0.122217266	NA	0.407113162	0.158150673	0.01367083	0.184265759	0.071727818	-0.166510013	-0.072420863	0.234413957	0.210379646	0.2892791	-0.049000674	0.792616589	-1.322855518	1.276292112	3.818294302	0.328628087	-0.204011039	-0.016445683	-0.570988538	-0.549366963	0.179063985	0.289715473	0.347154715	1.859147485	-1.802146655	-0.386816832	-0.026698577	-1.016824186	0.776238033	-0.051512918	1.659036455	0.315169158	-0.075703394	-0.208613556	0.11109684	-0.455754979	0.052294712	-0.308987594	-1.2484033	0.218741681	-0.422606936	0.014103053	0.011691283	0.332688594	0.814605821	-0.116451533	-0.060113862	-0.84877721	0.196679217	-0.190254686	-0.804882429	-0.130745633	-0.484049919	0.082449762	0.142780382	0.018546927	-1.088474928	-0.005600998	NA	-0.019516599	-0.033859584	-0.175684637	-0.658210827	0.55208946	1.353857398	0.327134965	-0.276436683	-1.882392914	-0.185804243	NA	1.055911578	0.975570419	-0.027823897	-2.794480868	-1.325837811	0.053613155	0.122581607	-0.125317619	0.276749005	-0.233060309	-0.047846152	0.455096086	0.061197749
WKY	Lung	16	W.16.F.1.Lu.1	0.15844659	0.245504187	0.013444704	0.322731843	0.043758164	0.425326206	0.130226447	0.174885176	0.71034287	0.558485608	0.139576067	-0.148446475	-0.209105369	-0.458117612	0.001286172	0.347727008	0.091609174	0.004077087	0.454538574	0.068833196	-0.322331813	-0.258671728	0.093079663	-0.555354078	-0.288276856	-0.106929834	-0.005390297	0.578527272	-0.042707545	0.02826297	-0.125613237	0.112210234	0.021644395	2.221988182	0.635359402	0.250566565	0.055534035	-0.653080087	-0.119573642	0.792145015	0.066802002	-0.187313656	-0.06523739	-0.049735572	-0.007116824	-0.046519809	0.301917665	0.75820113	-0.07856992	0.563082044	-1.172818607	-0.619226777	-0.200962765	0.113524221	-0.733081713	0.388909288	0.35515978	0.312941693	NA	-0.437403445	0.146772087	0.051172161	-0.348634401	0.188547459	-0.227138902	1.028439641	0.364152518	NA	-0.111703844	-0.129116124	0.098097581	0.644448493	0.02509	0.098610208	-0.013628694	-0.107252621	0.501196396	0.142056817	0.841635369	-1.544949602	0.23727949	0.259833943	0.638378102	0.61934391	0.035431595	-0.441685201	0.078897131	0.162424244	-0.192646358	-0.210454503	-0.425206525	-0.440972534
WKY	Lung	16	W.16.F.2.Lu.1	0.125854343	0.508467746	-0.097379906	0.594558536	0.059254852	0.56968648	0.481780494	0.253486438	0.894465233	0.498120878	0.2698682	0.070495443	0.330392792	-0.134135919	0.098711216	0.261305754	0.162065112	0.313122316	0.175265873	0.325208748	0.073643514	0.057873454	0.109347594	-0.426469276	0.117614727	0.325974137	0.245318191	0.910476859	0.037276054	0.116980936	0.724861776	0.425324468	0.099415447	2.757223606	0.784720052	0.113416242	0.507057747	-0.098365945	0.216922923	-5.173507853	0.358320568	0.009623481	0.175757532	0.309780259	0.219753787	0.542174934	0.319517823	1.074392383	0.198197755	0.838568896	-0.723317224	-0.588936624	-0.034526134	0.997870344	0.200818704	0.623806641	0.866733274	0.552700488	1.095456017	0.503093057	0.301674203	0.197949267	-0.036233958	0.259110309	-0.121487644	1.23114289	-0.067943516	NA	0.176742651	0.098029904	0.339032614	1.528073525	0.339710737	0.390515971	0.191698911	0.227650466	1.130377607	0.34032683	-0.267424828	1.184649887	-0.049096948	0.654357104	0.546569125	1.107233982	0.282088357	-0.204586792	0.609167114	0.174431632	0.206241395	0.11030327	-0.00605396	-0.235441819
WKY	Lung	16	W.16.F.3.Lu.1	-0.154988056	-0.145264778	0.449582277	0.080115201	0.045330759	-0.007346269	0.155214406	-0.341227876	0.472636078	-0.078136675	0.05190413	-0.018999166	0.283846313	0.047815446	-0.001093623	-0.024958071	0.007261505	0.125170342	-0.308981558	-0.232550986	0.216574669	0.17576046	-0.217644196	0.36632307	-0.026621463	-0.169694576	0.372315241	0.068804327	0.316039383	-0.157551468	-0.211730519	-0.185772869	-0.096959127	2.671127217	-0.070196178	0.815366808	-0.282526888	1.268346431	0.128414654	-2.790307017	0.070119772	0.214808634	0.006315733	-0.086833787	-0.024102724	-0.158765645	-0.037279637	-0.035239412	-0.503913761	0.011146122	-0.396435109	-0.344927269	0.13143197	0.578216879	0.271945026	-0.264419414	0.059453298	-0.089767928	-0.452809468	-1.214154431	-0.024913874	-0.051012129	0.010821853	-0.252303481	-0.413328089	1.490782535	-0.26576237	-0.654590595	0.237546648	-0.03953733	0.316328065	-0.302266089	-0.144457243	-0.414309154	-0.251907333	-0.060744261	-0.192749286	-0.283070157	NA	0.38943032	0.015711591	-0.206216459	-1.44812381	0.885650668	-0.323910077	-0.528507899	-0.224213671	-0.228922695	0.137967928	-0.058472844	-0.003574283	0.046045497
SHR	Lung	24	S.24.F.1.Lu.1	-0.152732538	-0.355190191	1.630934618	0.342984725	0.084567534	0.481786308	0.111053297	0.181696878	-3.131411268	-0.067465897	0.506472028	0.02482301	0.322440178	0.59598871	-0.094703008	0.024958071	0.222334518	0.033609044	0.008601001	0.514072168	0.549563776	-0.064131116	0.106591637	-0.460412316	-0.535812355	-0.011415426	-0.141841354	-0.535025176	-0.860728836	0.017561655	-0.302697655	-0.062541967	0.242987997	-1.940474018	-0.41483829	-0.092449578	0.600909057	0.446114345	0.043046585	NA	0.101614535	0.337553702	0.104880949	0.26828084	0.088812541	0.24997491	0.035181734	-0.738259267	-0.231323545	-0.694790614	0.167028725	0.787220485	0.155662513	-0.406705917	0.744858628	-0.21470114	-1.063176108	-0.391980031	-0.166486294	0.173319844	-0.147096857	-0.122108087	0.198519233	0.266828174	0.120055579	-1.153190056	-0.215377995	NA	0.031933385	0.195568126	-0.262725108	-0.685665755	-0.072880925	-0.01833067	0.087750327	0.060744261	-0.811840412	-0.087704351	0.230847421	1.34512624	-0.19700851	-0.648361885	0.667415404	-0.049263338	0.071397087	0.240047716	-0.147649177	-0.134120103	-0.023346084	-0.063987159	0.074306304	-0.098771765
SHR	Lung	24	S.24.F.2.Lu.1	-0.010970028	0.401129935	0.591882613	-0.751873896	-0.149821958	-0.123970806	-0.092597046	-0.171163713	-2.000905289	-0.6283896	-0.122761536	-0.055746419	-0.025521444	-0.085480931	-0.221870778	0.073092901	-0.266928802	0.312301656	0.057716743	-0.024167273	-0.242236245	-0.555013277	0.963400465	4.566289573	0.411947007	0.619260939	-0.188422133	1.063098755	-0.234251483	-0.095051914	1.032959884	0.332883212	0.768752576	-2.02923836	0.966286256	-0.259251386	0.047954366	1.473355444	-0.019579892	-4.017958594	0.011987021	-0.217382566	-0.116854565	0	-0.291878955	-0.189719239	-0.052110931	1.210734112	-0.007377815	1.287740955	-0.592916806	0.286396104	-0.211435942	0.083309413	0.853436121	0.594424689	1.096370461	0.364626172	0.788602275	-0.160223446	0.060741288	0.011670162	-0.013043751	-0.179074341	-0.159515985	-0.460601286	-0.1123341	4.516036308	0.016641906	0.033859584	-0.339729383	1.775513434	0.303586424	0.45024592	0.155223272	0.070212048	1.237130615	0.284647529	NA	0.587183059	0.046596815	0.817805792	-0.284228657	-1.027112	0.207615266	-0.188682608	0.651767912	-0.244610149	-0.128909689	0.115487414	0.285604359	0.271374196
SHR	Lung	24	S.24.F.4.Lu.1	0.115730364	0.19129423	0.025642092	0.501160615	0.198013659	-0.164893835	-0.026682797	0.056834242	-3.050500358	-0.204908367	0.400424215	0.220238203	0.083547875	0.57582496	0.101503179	-0.124719402	0.17848494	-0.221211672	-0.034087806	0.303919258	0.083430146	0.867305284	-0.462558348	0.648228884	-0.218549082	0.029660595	-0.045503471	0.189437204	-0.399513921	0.044795479	0.599389125	-0.30679686	1.205407407	-1.342095662	0.207938406	-0.052592907	0.135192407	-0.240490615	-0.347726423	4.626322527	-0.271983338	0.272799507	0.166609783	0.586677467	0.316175232	-0.303760366	-0.108816532	0.165893903	-0.168187643	0.407899978	0.297599175	0.628455165	0.679570764	0.048751984	0.330853992	-0.16177204	0.198483393	-0.021284964	0.434691456	0.55253585	-0.008821891	-0.303856607	0.00874007	0.102169869	-0.096640178	-0.772831625	-0.093054003	NA	-0.005961163	0.04695662	-0.199605712	1.314012625	-0.156896255	-0.589320329	0.011572875	0.111124786	0.083799188	0.087704351	2.936382131	1.958682339	-0.087488196	0.421674352	0.139153274	0.186537512	0.243492547	0.124072617	0.108876271	0.066222013	0.052792751	0.009001311	-0.029079961	-0.069557207
WKY	Lung	24	W.24.F.1.Lu.1	-0.100306741	0.508013032	-0.460682113	8.24E-05	-0.085565322	-0.175543796	-0.235278526	0.405783464	0.299083278	0.004777841	-0.353417892	-0.441864492	0.507456601	-0.615538083	0.444815831	0.279625285	-0.06320958	-0.052757319	0.266125227	-0.010482366	-0.276471474	-0.67404873	0.773671668	-0.21699823	0.21060942	0.443346858	0.207075326	1.278322595	0.289288033	-0.069696658	0.579278032	0.258970362	-0.135448217	1.342095662	1.209217861	0.047355822	-0.671449107	0.651943931	-0.034629315	0.302845353	0.105310368	-0.333187766	-0.045621473	0.074154453	0.007116824	0.157312564	0.023001757	1.263403529	-0.159248814	1.321571142	-1.771894498	-0.965480108	-0.080318646	0.34578802	-0.415654224	0.784838147	0.987776039	0.799799621	0.849044133	-0.159685511	0.584532748	0.237538643	-0.690203469	0.528863956	0.025535369	1.414389081	-0.413106099	NA	-0.621507262	-0.206425096	0.016574724	1.264476891	0.250140519	0.295257391	0.560725478	-0.285797854	1.539728419	0.438303296	-0.432647742	-0.316037183	0.008568547	0.512849351	0.028874721	0.833093678	-0.089035347	-0.647039458	0.74407204	-0.033848633	-0.317675412	0.069099191	-0.43960403	-0.689126291
WKY	Lung	24	W.24.F.2.Lu.1	-0.253085359	-0.247143691	0.032210108	1.258172324	0.104916833	-0.105946871	0.48109233	-0.103155903	0.219380741	-0.547286266	-0.408632618	-0.210053804	-0.242094098	-0.119834031	-0.064582718	-0.194913009	-0.2617012	-0.00134649	-0.315561836	-0.126759103	-0.089431358	-0.756336817	-0.372456848	-1.200833107	0.053610421	-0.398299882	0.326993328	-0.333603027	-0.024908577	-0.150866793	-0.145210146	-0.295813164	0.212919436	2.550710439	-0.195805251	-0.036889899	0.504135966	-0.161623396	0.145911629	0.254112516	-0.147510532	-0.048676385	-0.0157147	-0.266542601	-0.041097532	0.32471609	-0.292634029	-0.207637469	0.042544978	-0.300225865	-0.548697886	-1.105290046	-1.364532596	0.96246417	0.930876853	-0.111318631	-0.335797929	-0.16701564	0.003210285	1.156299407	-0.195585504	0.046430656	-0.160492768	-0.039253398	-0.515259118	2.011832187	-0.315888595	NA	-0.043336173	0.292025683	-0.157350181	-0.074634256	-0.102202321	-0.250195211	-0.103866149	-0.484993819	-0.422018763	-0.414252392	NA	1.151925642	-0.317130441	0.001008224	0.390802533	1.711063131	0.134121056	-0.43992622	-0.183620668	-0.161917881	0.063568209	-0.346624232	-0.241357638	-0.471618965
WKY	Lung	24	W.24.F.3.Lu.1	-0.093219217	-0.903377708	-0.302489609	0.929192599	-0.092865292	0.062271281	0.28014157	-0.101028638	0.835944236	-0.360869788	-0.116689007	0.362093067	0.387791633	0.169414624	-0.083285807	-0.223488124	-0.026268127	0.155746262	-0.220549143	0.437697092	0.43160311	-0.293307012	-0.94301283	0.089746448	0.120611562	-0.399125644	0.207015129	-1.513220112	-0.429329999	-0.021459983	-0.952042761	-0.328663929	0.285392721	2.488027246	-1.501821816	-0.031900532	0.388472011	0.008109029	-0.002291708	0.572883221	-0.196820835	0.237441795	-0.092144831	-0.308964644	-0.107891663	-0.293580529	0.297467653	-2.836187884	-0.503290965	-1.65784534	-0.592246131	-0.691279181	-0.057400308	1.070715644	0.507708459	-0.768048426	-1.647552044	-1.035829227	-0.6033944	2.251964699	-0.17324198	0.135394817	0.128398438	0.057719223	-0.219077974	2.086103165	-0.241292726	0.215505713	0.231505347	0.129924074	0.058024677	-2.610928021	-0.212516627	-0.655891946	-0.29967812	-0.167518628	-3.367224198	-1.210528077	-0.423947135	1.376402772	-0.48156475	-0.307344032	0.362750548	1.824141046	-0.080008919	-0.297166014	-0.820672013	-0.014639467	0.134376669	-0.280102577	-0.127982192	-0.331526276
