Strain	Organ	Age	Ace	Acta2	Actb	Adra1a	Adra1d	Adrb1	Agt	Agtr1a	Agtrap	Ak2	Apln	Arg1	Arg2	Bcl2	Bcl6	Bmpr2	Casp3	Casp8	Ccl5	Ccr1	Ccr5	Cd86	Cdkn1a	Cnbp	Ctsd	Ctsl	Cyp19a1	Ebf1	Egr1	Eif4e	Ephb1	Ephx2	Esr1	Esr2	F2r	Fkbp1a	Fmo2	Fosl1	Foxo1	Gapdh	Gja	Hcrtr1	Hgd	Hif1a	Hmgb1	Hsd17b13	Hspd1	Il1b	Il6	Itga5	Itpr1	Jun	Ldha	Lipg	Ltb4r	Mif	Myd88	Nox4	Npr1	Nts	Ogn	Plgf	Psap	Ptgr1	Rela	Ren	Renbp	Rgs1	Rhoa	Rictor	Rpl13a	S100a4	Scx	Slc1a4	Smad1	Smad3	Spp1	Stat3	Tgfb1	Th	Thbs1	Timp3	Tlr3	Tlr4	Tnf	Uts2	Zbtb16
SHR	NTS	16	8.15773529	1.241501384	15.02097827	4.11331285	4.886691137	1.894676233	13.57278225	6.87097018	8.159556956	7.823500419	7.639861682	8.512783285	7.645324659	4.058134494	5.253681544	8.109365069	8.416411306	3.554613007	2.181350252	1.910943708	7.293499402	4.096716621	3.936469757	12.73175199	13.10309347	11.26782413	1.308111404	7.093491783	6.234550139	11.78175041	8.836629892	8.045057161	4.544093643	3.039308425	9.088866487	11.99884454	3.740463624	2.714458079	4.960150534	15.33905985	11.84893254	7.104296692	2.668579555	10.95631016	10.22821618	3.086645284	11.54200361	2.918659788	0.959233485	4.361963874	6.942765994	8.623257422	13.22714791	0.906642536	0.975260347	9.339881763	6.331443485	3.787407585	7.042757091	7.902668543	7.280974487	6.748192612	14.27692122	6.836176485	7.935474752	3.598970695	7.841649762	4.31776218	9.833102817	7.302697958	10.56488347	5.398355486	6.275678511	8.222535224	8.675567743	6.704387891	9.863291994	8.021913218	2.941547331	10.43109483	2.367219489	9.05005847	6.635480309	5.514451349	2.384379293	5.871331334	5.128756397
SHR	NTS	16	7.873702765	1.228516376	15.26534829	4.293718907	4.443085223	1.877172093	13.87165693	6.938259276	8.326190559	7.723153464	7.691173341	8.543275848	7.653445565	4.0074633	5.232641072	7.940692069	8.534410867	3.870796568	2.382111248	1.969561865	7.419552219	4.582201612	3.901882887	12.7432521	12.96019845	11.23653455	1.378294403	7.353300285	6.262296783	11.657475	8.657443485	8.063320313	4.727141568	2.961547402	9.103970559	12.07227358	3.564434973	2.364349781	4.781329526	15.24358577	12.00918138	6.928339764	2.583632512	10.86938307	10.2092133	3.040702604	11.53072507	3.173372215	0.990056604	4.538979995	6.904979765	9.011912462	13.22577836	0.895097974	0.963422977	9.288140209	6.6102319	3.854618396	6.726090598	7.914369003	7.080346457	6.546931531	14.40709672	6.953935443	8.147079465	3.769140246	7.940582859	4.602958755	9.94688837	6.865526352	10.58633524	5.198518696	6.221924243	8.321139934	8.930630503	6.65318639	9.77301489	8.167254368	3.004254563	10.46607316	2.341380195	9.244513618	6.427657753	5.315363219	2.596360866	5.383142658	5.052804344
SHR	NTS	16	7.650869286	1.305051919	15.35681632	3.915344386	4.030658988	1.846705819	13.88345586	7.204207223	8.333906963	7.913396319	7.34409445	8.768581353	7.757800063	4.206429657	5.209609077	7.769371335	8.534412302	3.786856523	2.241385597	1.817220279	7.495476375	4.33998077	3.952637881	12.97867352	13.14040953	11.51191924	1.271879599	7.465468545	5.929488396	12.04870922	8.394812791	8.291195824	4.57436819	3.288442229	9.123105993	12.03312435	3.946855844	2.475038977	4.581365612	15.48094008	12.0534463	7.132705362	2.442914829	10.91236466	10.50871893	2.896796933	11.63597311	3.000616488	0.92770648	3.913153872	6.821971014	8.335366415	13.62846819	0.942725949	0.942954531	9.329348356	6.506501944	4.034467792	6.271573115	8.395122782	7.357618126	6.728664326	14.29249467	7.040301501	7.975849229	3.666011099	7.928578906	4.577718382	9.873155522	6.578060222	10.6382678	5.17092706	5.645910559	8.315234808	8.488192523	6.398262311	9.496715485	8.024129081	2.852870827	10.72961858	2.451624499	9.294491202	6.593345114	5.357072452	2.323290347	5.28765759	5.222737413
WKY	NTS	0	7.835902273	1.31936218	15.12838729	4.186276319	4.281332456	1.882709522	13.61652194	6.694322365	8.005485419	7.964627027	7.7119367	8.371374536	7.662564048	4.141775386	5.29043508	7.878764384	8.195203554	3.754337906	2.164974922	1.938366422	7.19823578	4.133823423	4.261501137	12.81140596	13.11390719	11.60244947	1.299019642	7.369156183	5.804934609	11.83813749	8.194384453	5.942760165	4.805484829	3.331842727	9.04759799	12.26681819	4.162867637	2.606760321	4.979861883	15.42996051	11.82921466	7.59526862	2.634189888	10.72969119	10.31837865	3.298845101	11.73901022	3.524246618	0.995287734	4.192767672	6.811289897	8.032424705	13.48538556	0.898745906	1.096244796	9.481882266	6.329719373	3.640380207	5.915106025	8.116702489	7.030105845	6.811733466	14.33039014	6.891339149	7.979646953	3.450924581	7.657044569	4.255099348	9.959448622	6.853793362	10.79272442	5.449744665	5.614387568	8.157367749	8.356620267	6.286235358	9.838813075	8.482771064	3.021298629	10.50926788	2.306101566	8.985632444	6.072040755	5.146610052	2.574106353	5.780382464	5.507975378
WKY	NTS	0	8.319018866	1.221650573	15.19401812	4.502260434	4.567161726	2.056213826	13.78101448	6.795243084	8.241477854	7.638298179	7.736429346	8.224054323	7.679000062	3.91063183	5.392687513	8.13111098	8.08748877	3.541011648	2.290386761	2.123040335	7.192793966	4.303099578	4.406402888	12.71670473	12.97335037	11.3604923	1.287802812	7.240485321	6.485005667	11.60449731	9.220279907	5.949547389	4.581659969	3.184653359	9.023417695	12.34270496	3.979772984	2.462347668	5.814202729	15.22655204	11.99025097	7.551463114	2.654689268	10.75562612	9.983161144	3.085039997	11.52576863	3.140602134	0.941551674	3.955959207	6.38474463	8.945955044	13.37600957	0.88899133	0.957163968	9.278958209	6.433743902	3.453898247	6.634464862	7.717971982	7.167111665	6.546651638	14.28940651	6.627224892	8.438202072	3.618347882	7.669141079	3.894065869	9.828105708	6.75150196	10.440463	5.27265133	6.708304903	8.362877966	8.813553416	6.496427501	9.649632084	8.454924735	3.232281945	10.62903729	2.71838901	9.05537179	5.904174042	5.067883452	2.571441476	5.343830738	5.045348146
WKY	NTS	0	8.079504764	1.336677371	15.05842236	4.383776905	4.635745017	2.009474582	13.61043726	6.807735852	8.214935765	7.632011024	7.777145481	8.1592487	7.570396425	4.119248643	5.15584893	8.450253269	8.215469592	3.850375228	2.149182003	2.168670647	7.342798902	4.439008086	4.441905915	12.61706891	12.92106681	11.32658153	1.272124837	7.48007734	6.302473306	11.57385628	8.90412943	5.792180654	5.153785655	3.518341567	9.191818026	12.10273772	3.927977157	2.560128934	5.350636416	15.13802271	12.01554483	7.47020759	2.639591521	10.86942384	10.09943984	3.325735973	11.52893106	3.096697539	0.927919581	4.399705764	7.026562658	8.582243442	13.09130598	0.875331153	0.9431735	9.020937363	6.612867296	3.420549965	6.515722915	7.650100487	6.810414704	6.55111372	14.29293375	6.768629927	8.159018726	3.50367536	7.56157563	3.755033662	9.883493487	7.449918662	10.40658205	5.282201026	6.063473491	8.327673573	8.625859535	6.680157789	9.966196922	8.843993566	3.115294504	10.51520071	2.392952111	9.071506556	6.265777697	5.504881601	2.626479477	5.368209602	5.148897484
WKY	NTS	0	7.75512992	1.360245647	15.16686638	4.080867747	4.39306297	1.971040256	13.67727954	6.783368296	8.17380875	7.817912897	7.938518182	8.409006692	7.432013969	4.116251898	5.360630001	7.706852566	8.24799097	3.632648697	2.170639962	2.00752331	7.540874018	4.278729871	4.392323703	12.77751504	12.90900887	11.66755465	1.282082281	7.355807962	5.980559994	11.64285515	8.636680951	5.892785734	4.738685073	3.244678493	9.084885852	12.24253151	4.072372566	2.41103124	5.397241099	15.24641016	11.97738459	7.283011044	2.792781446	10.80342549	10.38255732	3.061961793	11.53066154	3.146892015	1.045747487	4.077411805	6.770386521	8.442775533	13.13828761	0.88401083	1.062957115	9.350987918	6.481462851	3.746796082	6.183206015	8.092944468	7.332238017	6.265756577	14.37000251	6.700227631	8.141691814	3.687754977	7.773814479	3.953719269	10.14462548	6.773187667	10.58637868	5.098675148	5.851981077	8.078331939	8.614379759	6.587508457	9.983939751	8.345516863	3.01191206	10.49361318	2.635164658	8.921976819	6.126226542	5.190387521	2.613251382	4.570603033	5.270620605
WKY	NTS	0	8.279739958	1.226692205	15.15226788	4.443020668	4.545976797	1.957417061	13.82463113	6.776667156	8.308144235	7.870195562	7.950349119	8.456270748	7.902762359	3.756839235	5.30329827	7.957942036	8.398199	4.027586907	2.341302159	1.926316594	7.315620612	4.29798865	4.285884521	12.91038951	13.13161291	11.81547636	1.292957321	7.245681559	6.229353951	11.81088062	8.640270635	6.07010604	4.573379154	3.175013158	8.849487909	12.39245558	4.091631371	2.400902273	4.970630149	15.34986683	11.82079774	7.330836435	2.768399372	10.75329892	10.40126441	3.034229547	11.71973836	2.879467244	1.027979234	4.226529733	6.322416223	8.568503948	13.23740921	0.893475648	0.96175996	9.540245864	6.739029668	3.642051754	6.377139748	8.183915335	7.672203721	6.577721831	14.33165646	6.725882174	8.011759298	3.526199579	7.947447092	4.447038384	10.05368914	6.32427088	10.83349457	5.826980678	6.281717625	7.839943103	8.509135007	6.168729315	10.49567055	8.382982614	2.928053387	10.52630264	2.416318875	8.956668839	6.119633957	5.29719362	2.359002475	5.535953431	4.588063021
WKY	NTS	2	7.872729166	1.313279926	15.26847573	4.399490455	4.32301943	1.852072938	13.69693938	6.764692992	8.332988355	7.764888366	7.839737986	8.463198122	7.68826148	3.938715128	5.03680009	7.779451126	8.40602595	3.74791978	2.222593555	2.019858627	7.517573896	4.635898899	4.172923459	12.99033634	13.1186728	11.72368709	1.275901138	7.189381873	6.45813704	11.93244693	8.508701651	6.15863986	5.030605368	3.131001725	9.065640877	12.41718446	4.275277617	2.548193341	4.761540826	15.35846118	11.79286475	7.622354341	2.657666995	10.84209493	10.2989718	3.327670183	11.71889203	2.833842188	0.931201565	3.938364528	6.750351304	8.658333192	13.33838709	0.878624509	0.946544827	9.318050238	6.286312477	3.307552462	6.608758234	8.570705899	7.509359113	6.699323925	14.25576732	6.965389876	8.027083	3.914721243	7.797294301	4.265603634	9.957992345	6.312082172	10.68252825	5.780242069	6.382797143	8.003277888	8.617226228	5.962568089	10.36840462	8.48423042	2.86731687	10.60607645	2.269010748	8.993462031	6.06258082	5.415210759	2.616249248	5.804874332	4.787773801
WKY	NTS	2	7.619554004	1.403192986	15.34064248	4.707390764	4.475718864	2.193202823	13.82995765	6.721504844	8.329384893	7.71404974	8.141653036	8.552644682	7.524816953	3.848821418	5.08524573	7.8405886	8.337301701	3.65709668	2.44487966	2.012818881	7.116391833	4.3128477	3.841842606	12.86828005	13.14152087	11.69102758	1.49374745	7.51005096	6.128816729	11.83480049	8.870671471	5.590163823	4.280019246	3.181529962	9.030090728	12.34552477	3.988568342	2.366570479	5.766890234	15.30692531	12.04054437	7.271618203	2.803906708	10.88718332	10.35368591	3.098809489	11.66344719	2.941080077	0.922133541	3.917918138	6.167241909	8.451166824	13.16812662	0.869517293	0.937225246	9.153933257	6.546220364	3.52239232	6.472401596	7.844620334	7.218141988	6.048230216	14.39010226	6.789464874	8.437097072	3.535730937	7.913050571	4.018886638	10.02173499	6.305397943	10.50512681	5.390705979	5.956934565	7.924612846	8.643596292	6.302154758	10.15142961	8.571800074	3.008019807	10.49782203	2.507327308	8.947626114	6.418717101	5.327539276	2.644126563	4.433183881	5.100157528
WKY	NTS	2	7.73898313	1.383174901	15.29162197	4.28420052	4.362642144	1.99524163	13.87876719	7.194833221	8.126492511	7.867666741	7.716790462	8.380697784	7.904931806	3.929936439	5.125634023	7.872195829	8.278510411	3.611655078	2.091249479	1.896921183	7.253683166	4.001131865	4.129729713	12.94722343	13.07837705	11.49104518	1.44854493	7.380126703	6.295217554	11.90985458	8.745024422	6.246115153	4.703749979	3.141419009	9.049044147	12.31714651	4.533310366	2.586381174	5.033383122	15.31785881	12.09069837	7.346964006	2.641403926	10.83501427	10.37564781	2.880119461	11.68503309	2.992471877	0.933201283	3.952703885	6.641275238	8.566670645	13.5402258	0.880629668	0.948598031	9.349483043	6.614061766	3.792684801	6.491730764	7.959532063	7.14353813	6.668712935	14.27623788	6.750099503	7.94995362	3.638812228	7.67923887	4.036932929	9.947507861	6.563190383	10.6066298	5.251856608	6.516343647	8.013912501	8.634605447	6.295521421	10.01003194	8.616609069	2.811088748	10.76816267	2.410751135	9.122585774	5.934460201	5.441446976	2.473565049	5.227311104	5.053989407
WKY	NTS	2	8.132617617	1.331459605	15.17178453	4.707034815	4.087507311	1.859019268	13.82664366	6.945226353	8.420880327	7.708557347	7.364203702	8.555895241	7.680481151	4.044093572	5.209885755	8.117859052	8.215093668	3.674232083	2.388872017	2.321970622	7.603909676	4.294270298	4.101610377	12.97068766	12.98866664	11.59960816	1.258930485	7.024343032	6.185604715	11.88412188	8.686181412	5.930955569	4.508926083	3.2697004	9.123936107	12.24172789	4.440694166	2.428580676	5.500248649	15.19963082	12.01531282	7.349754373	2.702741435	10.92743825	10.40631003	2.799490534	11.62183074	3.247870591	1.053258306	4.340662518	6.555976379	8.48481111	13.51736608	0.863806474	0.931387169	9.169515588	6.577277033	3.636665278	6.258091605	8.516322246	7.505203256	6.580122327	14.29124017	6.875633389	8.129199561	3.515532587	7.776911284	4.427572756	9.906161254	6.657326769	10.44815625	5.546099041	6.003466267	8.094378089	8.637207898	6.443065551	9.625553333	8.362187766	2.831474646	10.5524662	2.568916558	9.262994136	6.56783352	5.65281711	2.774419334	4.61385887	4.812108212
WKY	NTS	4	7.87388693	1.316894465	15.10440043	4.233490046	4.82837106	2.00756618	13.66506091	6.749936477	8.056765532	7.797648366	7.607544649	8.248013976	7.575880341	4.157378976	5.399036598	7.744222985	8.163769035	3.651928092	2.320335294	2.015039294	7.084624383	4.180290525	4.067490291	12.8295771	13.01942054	11.38720177	1.3830413	6.867349719	6.442493041	11.77605712	8.684618807	6.063561905	4.502294609	3.048660703	8.737695042	12.39047953	4.198635582	2.565704913	5.205768204	15.40641744	11.67244596	7.173326251	2.439998374	10.69260923	10.22408846	3.542410784	11.61348308	3.259180981	0.950054674	4.042299382	6.817689359	8.556202062	13.30899591	0.984013283	1.052423389	9.483359334	6.36977835	3.817050647	6.8234832	8.124658684	7.243654869	6.808388492	14.12136093	7.024554759	8.217322647	3.370838177	7.616469368	3.943396448	9.958536585	6.50647382	10.80904852	5.627180476	6.887104927	8.015758453	8.562142744	6.30537989	10.47341203	8.42349441	3.015422874	10.14679491	2.428315354	8.734414382	6.134028717	5.214073125	2.606107987	6.494243009	4.833580514
WKY	NTS	4	8.269639751	1.256420366	15.17884423	4.329206721	4.239182158	1.862786699	13.78373898	7.155554937	8.54120756	7.838864576	7.399414424	8.334267019	7.847863262	4.062859006	5.380654549	7.691385196	8.225111347	3.96009894	2.210389365	1.871235471	7.480354511	4.373928324	4.057892644	12.78822813	13.1211603	11.46183618	1.359531588	7.524158498	5.227163317	11.80814201	7.994351396	5.783673081	4.755465607	3.281915508	9.123472633	12.01313105	4.044121643	2.304146833	4.930457851	15.28312768	11.98681643	7.256201671	2.577172993	10.77180418	10.38262956	3.328704021	11.61947365	3.087774161	1.013570175	4.205905557	6.930262527	7.888857867	13.47899611	1.164220013	0.953732996	9.112465212	6.692034988	3.595277528	6.184062278	8.025074166	7.571691425	6.658622562	14.42093101	6.781628142	7.992843377	3.596504165	7.812425701	4.074506953	9.752872366	7.011458992	10.51041549	5.296691366	5.433960407	8.215430546	8.189653062	6.743454022	10.0890259	8.719531411	2.792869651	10.7030333	2.824396922	9.318578179	6.536120908	5.346267612	2.455824269	5.823676491	5.009371964
WKY	NTS	4	8.301151093	1.267500903	15.15465173	4.224297384	4.913091885	2.172379899	13.73174238	7.111692849	8.198926902	7.65365534	7.52827625	8.296291562	7.778641187	4.018104318	5.009014904	8.06416292	8.128242973	3.716320245	2.230630416	2.13936813	7.524704513	4.268615953	4.060938063	12.69668031	12.92007882	11.31454031	1.292160074	7.311393961	6.28029762	11.69251432	9.140682382	5.77598278	4.567463129	3.204177269	8.96472797	12.2526694	4.1547755	2.39904815	5.431565537	15.1786702	11.92823069	6.991999987	2.503131989	10.90852407	10.12359695	3.102547432	11.47184825	3.086242471	0.945343231	4.146246389	6.780204814	8.923838844	13.36349892	0.975321078	1.15691249	9.152463454	6.550678116	4.072638043	6.635364269	7.940127628	7.249968177	6.486051822	14.20030617	6.48816919	8.19484054	3.351616957	7.708232519	4.011412091	9.885230182	6.906665025	10.43241731	5.380398704	6.806219185	8.273128366	8.844878058	6.643463431	9.932268903	8.425029372	2.993431032	10.60557492	2.451404391	9.123073593	6.037941922	5.417027265	2.399090135	5.884319589	5.067185714
WKY	NTS	8	7.889406156	1.271805066	15.21652531	4.044231428	4.651909606	1.87786497	13.8361296	6.677411287	8.045937927	7.93542836	7.458189156	8.286204573	7.592102794	3.982543475	5.626144031	7.868198628	8.078937841	3.763425712	2.199095734	1.847437677	7.164540444	4.316046648	4.134742125	12.82385386	13.12703374	11.37392751	1.295347693	7.161434833	5.734758335	11.80291502	8.235041219	6.094234054	4.686514699	3.115548782	8.906581508	12.40639062	4.330224187	2.446164815	4.624640323	15.4164345	11.86865951	7.432033915	2.549577027	10.86152704	10.27066833	3.502434023	11.69874595	3.018120827	1.031807164	3.937283004	6.484592496	8.523853652	13.27606293	0.895554191	1.007096356	9.511100227	6.438741047	3.884399802	6.00543878	7.674798081	7.142343846	6.787021932	14.28670189	6.859376884	8.006692991	3.435933878	7.788453228	4.029528524	9.987014527	6.895636153	10.86779057	5.312789727	6.138758553	8.156050142	8.504639888	6.564987994	10.48376146	8.501983571	2.971972592	10.13687384	2.300238052	8.916959402	6.146241808	5.174468728	2.446655529	6.28554789	5.134029922
WKY	NTS	8	8.124910159	1.301382187	15.16395916	4.527100268	4.828396093	2.279491679	13.82412325	6.988074846	8.19663057	7.578744502	7.684795132	8.098787952	7.729725287	4.045694738	5.470681096	8.241131729	7.979253667	3.511101289	2.184363943	1.8786778	7.453583354	4.093535311	4.207078875	12.66228804	13.01013232	11.28151943	1.36733274	7.203236174	5.857392498	11.63969402	9.075192505	5.864378667	4.776478662	3.089945717	8.960234687	12.34290461	4.209441061	2.464328275	5.49442322	15.26193591	11.91156843	7.45405474	2.418761138	10.94599932	10.11765856	3.120806211	11.4894241	2.9110117	0.982145942	4.069858572	6.557598127	8.842664391	13.34379904	1.043988985	0.998369255	9.331696628	6.658378146	3.813343185	6.54637477	8.07643391	7.084000125	6.48601181	14.2469828	6.855845394	8.095681841	3.302247969	7.553486878	4.207022411	9.857194544	7.043919317	10.57208695	5.388369487	6.561917163	8.434105572	8.73557526	6.771648348	9.65968985	8.386821903	3.128936541	10.8107643	2.367441492	8.865614889	6.349313431	5.317871103	2.391595292	5.214582278	5.069646335
WKY	NTS	8	7.996530576	1.373691526	15.09592156	4.255908592	4.715731187	1.891194295	13.71589932	6.819949848	8.241092168	7.619025559	7.604646856	8.213705237	7.532691297	4.101709661	5.187233526	8.199763936	8.130521835	3.544213966	2.220746269	1.95116822	7.069600495	4.232777129	4.023650723	12.6828659	12.94081978	11.33564974	1.396667454	7.473306378	6.07085939	11.59922972	8.801175723	5.937096741	4.790489765	3.191065715	8.909110592	12.28118222	3.994061813	2.472847457	5.034367471	15.30556156	11.7894841	7.336434917	2.414156232	10.81485623	10.12356607	3.264593766	11.48174736	3.05382578	0.956926277	4.024484915	6.813197409	8.79516016	13.28899664	1.040416261	1.065260284	9.417178111	6.402140713	3.804390132	6.350145286	8.204780108	7.002652723	6.524647137	14.24769726	6.747113942	8.081164113	3.357652361	7.722449807	3.946347719	9.901187266	6.873013609	10.69874565	5.463611135	6.207846156	8.173834412	8.70346059	6.671799431	9.652230503	8.471260237	2.932925082	10.58824036	2.406190834	8.993244576	6.069281734	5.11327199	2.554963085	5.069159205	4.919624605
WKY	NTS	16	8.024883556	1.430195013	15.54647827	4.274893348	4.231368025	1.878453818	13.93470754	6.536124049	8.274096593	7.824964156	7.704735276	8.17562117	7.862909649	4.217030122	5.644144911	7.552938965	8.150145945	3.877051162	2.385618829	1.890718113	7.421894988	4.645172043	4.188931547	12.91372896	13.33571339	11.46205201	1.295793724	7.583594127	5.578800369	11.91339122	8.183237672	5.971904546	4.712785031	3.252915359	9.008385424	11.87597171	4.894157939	2.485905893	4.813573806	15.46024185	12.05634575	7.684081118	2.513860298	10.77477403	10.38520182	3.453561222	11.75598114	3.250088031	1.072291181	3.939655568	7.116899321	7.303648088	13.42662667	0.895941966	0.964288192	9.106634764	6.648126623	3.718784542	5.848984118	7.745533088	7.194404555	7.183700629	14.60400312	6.966761856	8.082009372	3.472766338	7.915638603	3.93444904	9.893176595	6.761839127	10.44489448	5.384790947	5.398999243	7.991116157	7.830964243	6.775950963	10.44887347	8.826699619	2.824511297	10.69390774	2.38415751	9.198583102	6.320108191	5.289944051	2.487588711	5.907008898	5.445274912
WKY	NTS	16	8.019164184	1.29575134	15.24284291	4.334699565	4.463146751	1.901198015	13.8132985	6.782584605	8.222882049	7.566228432	7.456548817	8.350181558	7.632547043	4.14951898	5.206481336	8.165245551	8.072030462	3.897056188	2.237043938	1.919092802	7.364438748	4.312757224	4.09983292	12.73049012	12.80059859	11.32221339	1.313077863	7.398402693	6.031370959	11.55015142	8.547736088	6.215392371	4.875986644	3.592352682	9.091987901	12.23283515	4.630453739	2.447548334	4.91990668	15.2955455	11.98721607	7.306538372	2.762902188	10.89387277	10.12117066	3.225468398	11.3543298	3.08039807	1.060247608	3.958024897	6.725833629	8.921344919	13.26613561	0.910952649	0.979680776	9.402159229	6.799179318	3.594880513	6.29801459	8.160544702	6.942737619	6.432976411	14.18435858	6.829617225	8.08084828	3.467566017	7.732828865	4.197383782	9.909210667	6.948449139	10.70283301	5.256434052	6.320786375	8.107466786	8.809776078	6.432766435	9.573917847	8.711695145	3.078412792	10.53093465	2.423528469	9.242988674	6.037265434	5.492257142	2.441380568	5.302657447	4.780767831
WKY	NTS	16	7.832459471	1.275532452	15.3157723	4.236990042	4.116967448	1.881507771	13.70656118	7.085280347	8.215584143	7.77337396	7.512219717	8.400297959	7.834026159	3.908867082	5.453096488	7.8103239	8.380385607	3.918500324	2.358533125	1.894521229	7.664407288	4.513678487	4.070816894	12.92983701	13.11233164	11.51751941	1.298108271	7.270412236	5.434482781	11.95515671	8.023462464	5.735282525	4.900713323	3.196804305	9.034239526	12.16343078	4.920179084	2.492718778	4.856146662	15.39789624	12.046332	7.281606253	2.441246622	11.00576756	10.46083524	3.546024213	11.73397011	3.070006646	1.076774122	4.103961509	6.990966374	7.443117217	13.46209765	0.897953864	0.966350819	9.075247765	6.702417637	3.979662921	5.742296517	8.220837697	7.437758575	6.924511887	14.27078494	6.939988499	8.029311318	3.482797535	7.749101257	4.194102815	9.980630884	7.259273092	10.60647515	5.577180988	5.275661021	8.11064098	8.177506776	6.311540751	10.14674341	8.722754846	2.870455701	10.79648964	2.468671706	8.994142326	6.600677373	5.689338035	2.571129125	6.049712919	5.300728158
SHR	RVL	0	6.854834	1.58522	15.24123352	4.372161424	6.664233095	1.800429578	13.7237132	4.870564213	7.776853173	8.326536932	8.210186211	6.374741208	6.603828	3.789625241	6.836571142	7.445916507	8.25350589	3.969963793	2.349552664	2.231109531	6.816004	3.954476166	4.81719584	12.79213618	13.73397794	11.70514701	NA	5.711090007	5.006379154	11.69835	7.91630366	8.233709473	3.624697903	3.154671961	8.009675	11.89741829	3.372888683	3.162943087	4.100647805	15.52860101	11.01284809	5.385398893	1.775970495	10.79290547	10.03149	5.413403216	12.07999263	2.516866761	1.126288992	4.569471	6.194678696	9.394208424	12.46511195	1.06492222	0.870532679	9.260632	6.176464452	2.033424081	6.897656368	6.104253132	7.543247586	8.709046928	14.0521121	7.339061463	8.140842113	4.31853256	7.933722	3.783848769	9.906899	5.761798762	10.52186	5.459042609	7.877951702	8.115087609	8.837704629	6.643822223	12.71511734	9.131981132	2.683935931	8.587525517	2.302047	9.012128104	7.168935426	4.586931967	1.911121	10.00610318	4.968112776
SHR	RVL	0	6.923932	1.577026	15.16029294	4.535727539	6.214339777	1.79137101	13.67153259	4.627126369	8.062675252	8.194374321	8.117883685	6.73291437	6.753791	3.790130451	6.769026078	7.994783669	7.84359275	3.867689055	2.333302725	2.109003655	7.012135	3.672150431	4.770452818	12.58698896	13.44124779	11.59342691	NA	5.842926131	5.615070401	11.40865	8.177803687	8.062712389	3.869997655	3.716907611	8.097349	11.837079	3.463855909	2.91034826	4.641703508	15.40905843	11.25111243	6.062439647	1.761953022	10.91324092	9.871626	4.92559542	11.85215158	2.38500516	1.244571049	4.248763	6.587932756	9.19064425	12.4045264	1.183064778	0.862471253	9.448624	6.347010179	2.073290598	7.198322947	5.896297319	7.163235199	8.305327656	14.20018595	6.9858619	8.21127306	4.193773605	7.77993	4.085195565	10.03667	6.634580787	10.66602	5.372100902	7.403086318	8.10929315	8.774389544	6.847412881	12.18992764	9.25370345	2.82432747	10.14330182	2.498156	9.062868573	7.404332347	5.028120913	1.901531	9.446006066	5.244396962
SHR	RVL	0	6.871945	1.654996	15.29237672	4.797428982	5.402644148	1.804538492	13.95972779	5.084710633	8.167620031	8.234627152	7.618969414	6.493059677	6.599406	3.566788213	7.113859027	7.534664162	8.116148267	3.846953067	2.466701352	1.890148905	6.647012	3.497869028	4.499335095	12.63342556	13.701858	11.48963904	NA	5.862748629	4.839775248	11.49901	7.433698246	8.172523541	3.320818315	3.484124686	7.778292	10.97762546	3.553665754	2.9420137	4.116050111	15.5099109	11.38397498	5.102237689	1.722377951	10.66172154	9.963214	5.403015038	11.94303337	2.684802389	1.129328383	4.336208	6.952537775	7.92122374	12.42625258	1.067868653	0.806565482	9.206961	6.310992521	1.980283511	6.353751697	5.847032816	7.689911948	8.442540323	14.26182108	6.884824916	8.188391818	3.98939435	7.786218	3.72432048	9.684704	6.739474414	10.48554	5.200387874	6.637302269	7.877329432	8.051640521	6.982258361	12.57954874	9.417127392	2.5700748	8.615992147	2.367195	9.342464485	7.517570176	5.199552519	2.102775	9.551603878	5.252633195
SHR	RVL	0	7.240109	1.718619	15.03046612	4.391266317	7.044948483	1.992990008	13.56572475	4.604883298	7.782973714	8.08133242	8.245946396	7.050958016	6.720203	3.477421521	6.830589232	8.190803796	7.935108158	3.954920594	2.413820581	2.017868335	6.679952	3.545452315	4.407244186	12.45429258	13.35670672	11.40770644	NA	5.86531633	6.184030659	11.26616	8.635367882	7.964057038	3.468133746	3.444512208	7.845142	11.85108773	3.499995891	2.993385254	4.534535776	15.31231721	11.10839926	5.582705639	1.594255892	10.81668277	9.593596	4.86319256	11.79079648	2.526436585	1.260884177	4.457403	6.417975101	9.487543412	12.36930224	1.260089202	0.874579362	9.246548	6.125188935	1.980919378	7.533152228	6.156842279	7.240334074	8.155109676	14.1438565	6.605320609	8.149695276	4.062267976	7.860349	3.60395139	9.845335	6.58511994	10.51955	5.372105906	8.163899317	8.191481704	8.847533343	7.000664166	12.11749244	9.110992706	2.692231719	8.137516989	2.424125	9.083921446	7.115601052	4.812616598	1.915928	9.311776323	4.934617575
